sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,3400,2,1,112,4.499694683990787,0.0,7.4984506877623085,5.54878028188661,757.75
/qinweb/login.html,3400,17,9,118,7.8440989876043545,0.0,7.435236899768634,6.13110625664251,844.3917647058823
/qinweb/home.html,3400,4,1,74,4.511506818306529,0.0,7.351796433081354,6.062301136609352,844.3917647058823
/qinweb/consultar.html,3400,3,1,85,4.365204307992815,0.0,7.3367413216060555,5.939607964464278,829.0
/qinweb/iniciar_busqueda.html,3400,4,1,63,4.339530654065927,0.0,7.33667799536063,7.1933835032637425,1004.0
/qinweb/buscar.html,3400,5,2,95,5.157246220737854,0.0,7.291724750258428,8.808460464911793,1237.0
/qinweb/alta_resolucion.html,3400,45,27,156,13.889925203014176,0.0,7.217074749790386,9.25815370246548,1313.6
/qinweb/sincronizar.html,34000,4,1,118,4.956475935040609,0.0,63.72781475448859,19.417068558008243,312.0
/qinweb/guardar_resolucion.html,3400,46,29,166,13.293177986052013,0.0,6.9680412835951815,8.926441949043124,1311.8
Total,61200,9,1,166,14.66253673983626,0.0,107.95326258749154,65.95933526168965,625.6629738562092
