sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,4000,2,0,100,5.186792596345066,0.0,8.7363712608331,6.4648294168909,757.75
/qinweb/login.html,4000,18,9,148,10.924986953653539,0.0,8.650032653873268,7.132517892051918,844.355
/qinweb/home.html,4000,3,1,120,5.6149176251749235,0.0,8.623830662461113,7.1109126357444845,844.355
/qinweb/consultar.html,4000,3,1,130,6.050133696869847,0.0,8.719327042338872,7.0512448474226765,828.1
/qinweb/iniciar_busqueda.html,4000,3,1,113,5.462763403260295,0.0,8.638898367680152,8.4701698839364,1004.0
/qinweb/buscar.html,4000,5,2,135,6.901825392604481,0.0,8.582825337358678,10.368120060852231,1237.0
/qinweb/alta_resolucion.html,4000,50,27,371,20.5793336869783,0.0,8.473355533524831,10.86558901471822,1313.1
/qinweb/sincronizar.html,40000,4,1,242,6.248585419917055,0.0,75.08930934730496,22.87877394175698,312.0
/qinweb/guardar_resolucion.html,4000,52,28,250,19.46641322252253,0.0,8.129618639589618,10.412104341622834,1311.5
Total,72000,10,0,371,17.396384847539327,0.0,125.90538210534783,76.91594766532951,625.5644444444445
