sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,200,2,1,9,0.8074496888351617,0.0,2.5538217943151924,2.022606909364865,811.0
/qinweb/login.html,2200,21,9,2267,117.7854439987183,0.0,3.4338515327464565,2.961937779975963,883.2718181818182
/qinweb/home.html,200,2,2,21,1.5238028087649669,0.0,2.3511156043542663,1.9386486485493617,844.355
/qinweb/consultar.html,200,2,1,28,1.9331257072420307,0.0,2.2301019156575452,1.8054243047657277,829.0
/qinweb/iniciar_busqueda.html,2000,8,2,2208,91.2392684100437,0.0,3.830837861702922,3.7560168097165376,1004.0
/qinweb/buscar.html,2000,33,9,1630,97.80306845390895,0.0,3.8517833757029507,15.856105121788575,4215.3595
/qinweb/alta_resolucion.html,2000,41,24,2412,83.44014719545982,0.0,3.81362072779138,4.918686232090283,1320.7225
/qinweb/sincronizar.html,2800,8,3,2061,51.76789574112788,0.0,5.2188564739914565,1.5904843704567992,312.07142857142856
/qinweb/guardar_resolucion.html,2400,43,26,1867,75.70819605449854,4.166666666666667E-4,4.469831431482141,5.7523125703067235,1317.8054166666666
/qinweb/estadistica_tp.html,400,3,2,38,2.888840597886979,0.0,0.7405926222162975,0.7731381964347872,1069.0
/qinweb/ver_estadistica.html,400,5,2,963,48.042940168145414,0.0,0.73911332270242,0.8112923581225783,1124.0
/qinweb/actualizar_estadistica.html,800,18,7,2265,100.6318318721144,0.0,1.4401051276743202,0.5906681187726704,420.0
/qinweb/Charts/Column3D.swf,400,21,5,2163,144.62817835746947,0.0,0.7365058322055588,43.322941696357056,60234.0
/qinweb/alta_tp.html,400,25,3,2042,178.18790417351565,0.0,0.7273586878449272,1.0661771391164412,1501.0
/qinweb/guardar_tp.html,400,146,22,2330,282.72101724801075,0.0,0.7303348219991456,1.1027128629307608,1546.11
/qinweb/buscar_resoluciones.html,600,25,13,102,10.069425532549294,0.0,1.4370637912616941,3.8119192989883075,2716.2366666666667
/qinweb/evaluar_resolucion.html,600,22,16,75,8.332722644290206,0.0,1.4572656838219222,1.486866393024555,1044.8
Total,18000,25,1,2412,98.04869666763665,5.555555555555556E-5,27.5858686790047,72.34560486231587,2685.501777777778
