sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,2800,4,1,1596,30.672260543310706,0.0,6.257262894431036,4.630313435796013,757.75
/qinweb/login.html,2800,23,10,685,24.383524880269764,0.0,6.214447258208064,5.124014635578154,844.3214285714286
/qinweb/home.html,2800,5,2,150,7.733694821153386,0.0,6.101999276477229,5.031297603766677,844.3214285714286
/qinweb/consultar.html,2800,4,2,188,7.9172183758706876,0.0,6.053334198095362,4.900599658418999,829.0
/qinweb/iniciar_busqueda.html,2800,5,2,262,8.306655180071715,0.0,5.9997000149992505,5.882518374081296,1004.0
/qinweb/buscar.html,2800,8,3,596,16.165761737419626,0.0,6.024070464412803,7.27712418406117,1237.0
/qinweb/alta_resolucion.html,2800,57,28,702,30.275259682652443,0.0,5.994459406805424,7.689767457792583,1313.6
/qinweb/sincronizar.html,28000,6,2,643,10.023161452801634,0.0,52.55452532001952,16.012706933443447,312.0
/qinweb/guardar_resolucion.html,2800,59,30,338,27.613182648780235,0.0,5.7438371704217,7.35592584501076,1311.4
Total,50400,13,1,1596,23.129980373167168,0.0,89.05695050624637,54.411095177407105,625.6329365079365
