sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,300,1,1,18,1.3635085461982097,0.0,3.922748015743296,3.106785781999817,811.0
/qinweb/login.html,3300,15,8,706,15.467869654341861,0.0,4.969572661929008,4.286675552130817,883.2863636363636
/qinweb/home.html,300,2,1,25,1.6510299815569671,0.0,3.268223067118408,2.6948052445447908,844.3366666666667
/qinweb/consultar.html,300,2,1,39,2.761422741188961,0.0,3.322811098189068,2.687128779697624,828.1
/qinweb/iniciar_busqueda.html,3000,3,1,64,3.8694497886219774,0.0,5.518103979472653,5.410328511123578,1004.0
/qinweb/buscar.html,3000,31,2,174,23.87832065330856,0.0,5.48914704144123,30.358317367158065,5663.342
/qinweb/alta_resolucion.html,3000,48,25,639,29.30619383717753,0.0,5.516886269389556,7.111514230118521,1319.982
/qinweb/sincronizar.html,4200,5,2,69,5.124956008881493,0.0,7.530160984084467,2.294871187183666,312.07142857142856
/qinweb/guardar_resolucion.html,3600,49,27,360,21.142461371361325,0.0,6.401843730994526,8.205904967297249,1312.5666666666666
/qinweb/estadistica_tp.html,600,2,1,30,2.8819510173954495,0.0,1.0630927849664507,1.1098107296182966,1069.0
/qinweb/ver_estadistica.html,600,2,1,37,2.6919860491631247,0.0,1.0510402671043664,1.1536809181887773,1124.0
/qinweb/actualizar_estadistica.html,1200,11,7,63,6.403976574927664,0.0,2.058707474823723,0.8443917377206678,420.0
/qinweb/Charts/Column3D.swf,600,1,0,34,2.613485858644223,0.0,1.0548875577770707,62.050876128070385,60234.0
/qinweb/alta_tp.html,600,4,2,39,3.604588125647029,0.0,1.0455985528916028,1.532659597549117,1501.0
/qinweb/guardar_tp.html,600,56,22,673,60.52882121123971,0.0,1.05559650879048,1.5943527621002147,1546.63
/qinweb/buscar_resoluciones.html,900,34,14,197,18.504307773403458,0.0,2.0924782382263225,5.554809978999655,2718.367777777778
/qinweb/evaluar_resolucion.html,900,28,16,203,13.568984059061378,0.0,2.0806121623339844,2.1206395642851366,1043.7
Total,27000,22,0,706,26.6404613240003,0.0,40.02389574812814,111.22443027791037,2845.6454444444444
