sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,4000,2,1,130,5.475493037161129,0.0,8.85896527285613,6.555547788580794,757.75
/qinweb/login.html,4000,19,10,176,11.282654272709943,0.0,8.719117974025748,7.189074550093513,844.307
/qinweb/home.html,4000,4,1,149,6.9935071271501545,0.0,8.609037767848687,7.098311377596701,844.307
/qinweb/consultar.html,4000,3,1,95,6.11818428947674,0.0,8.544744554861532,6.917571519511924,829.0
/qinweb/iniciar_busqueda.html,4000,4,2,73,5.524791376151683,0.0,8.517887563884157,8.351522572402043,1004.0
/qinweb/buscar.html,4000,6,2,111,6.9746721741957165,0.0,8.574123295892996,10.357607926776987,1237.0
/qinweb/alta_resolucion.html,4000,50,27,346,19.944453049344315,0.0,8.501431428516776,10.908233158133001,1313.9
/qinweb/sincronizar.html,40000,5,1,155,6.664555642351559,0.0,75.74695970640478,23.07915178554521,312.0
/qinweb/guardar_resolucion.html,4000,52,28,206,18.98314290199332,0.0,8.201326154439174,10.504745492346112,1311.6
Total,72000,10,1,346,17.345741340886256,0.0,127.38222451824751,77.82993101898704,625.6591111111111
