sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/qinweb/,900,3,1,706,26.75549785431209,0.0,0.3553444195527872,0.259529436633009,747.8888888888889
/qinweb/login.html,900,14,9,70,5.994176082964217,0.0,0.35544588514121667,0.2728348001564752,786.0066666666667
/qinweb/home.html,300,8,4,752,43.1008444103928,0.0,0.16575098456084827,0.13668305310827297,844.42
/qinweb/consultar.html,300,5,4,42,3.5846509205531043,0.0,0.1663061518862998,0.13449035583695787,828.1
/qinweb/iniciar_busqueda.html,6000,18,11,1016,46.875380104829254,0.0,2.443679301303214,2.3959511899496357,1004.0
/qinweb/buscar.html,6000,46,19,1148,52.380263457612436,0.0,2.4429171688218623,12.57313642318247,5270.294
/qinweb/alta_resolucion.html,6000,52,35,1142,48.3924970940744,0.0095,2.4401968750838816,3.245038066181596,1361.7421666666667
/qinweb/sincronizar.html,8700,36,17,1264,52.386336837739,0.0,3.5145196116253845,1.0723569083033555,312.4448275862069
/qinweb/guardar_resolucion.html,6900,71,23,1285,50.9906561439315,0.008695652173913044,2.8020042858482945,3.6756557070735987,1343.2782608695652
/qinweb/buscar_resoluciones.html,300,29,22,77,9.530308960830647,0.0,0.16001459333091178,0.3942547060291899,2523.0
/qinweb/evaluar_resolucion.html,300,30,23,304,18.364508040117915,0.0,0.1604570673047866,0.18646866219989847,1190.0
/qinweb/estadistica_tp.html,300,15,11,63,7.065207396499807,0.0,0.159821000479463,0.16684438428959567,1069.0
/qinweb/ver_estadistica.html,300,14,11,56,4.685736038470606,0.0,0.15933969629853886,0.17490021351519305,1124.0
/qinweb/actualizar_estadistica.html,1500,21,15,670,28.808050256057864,0.0,0.7866240351400688,0.3226387644129189,420.0
/qinweb/Charts/Column3D.swf,300,6,6,32,2.5071010261965023,0.0,0.15940980115221404,9.376845666603966,60234.0
/qinweb/alta_tp.html,600,16,12,60,5.761704030348428,0.0,0.31613505922,0.46339719129806634,1501.0
/qinweb/guardar_tp.html,600,59,40,988,53.000300601872894,0.0,0.31580376796002346,0.4908651457381755,1591.64
Total,40200,41,1,1285,51.10536800454143,0.0029104477611940297,15.312885679023632,30.50798190415448,2040.1232089552238
